
[Name]
SS304 At Air Outlet Flange

[Spatial Fields]
x, y, z

[Data]
x [ in ], y [ in ], z [ in ], Temperature [ F ]
1.30625000e+001, 8.32657547e+001, -7.00000000e+001, 4.17100342e+002
1.33749990e+001, 8.32657547e+001, -7.00000000e+001, 4.06993896e+002
1.36875000e+001, 7.44307556e+001, -7.00000000e+001, 3.93949677e+002
1.40000000e+001, 7.44307556e+001, -7.00000000e+001, 3.91132996e+002
1.40000000e+001, 7.41260681e+001, -7.00000000e+001, 3.85323059e+002
1.36875000e+001, 7.41260681e+001, -7.00000000e+001, 3.88002716e+002
1.40000000e+001, 7.40844040e+001, -7.00000000e+001, 3.84507538e+002
1.36875000e+001, 7.40844040e+001, -7.00000000e+001, 3.87164734e+002
1.27500000e+001, 7.44307556e+001, -7.00000000e+001, 4.23698456e+002
1.27500000e+001, 7.41260681e+001, -7.00000000e+001, 4.15894806e+002
1.27500000e+001, 7.40844040e+001, -7.00000000e+001, 4.14708405e+002
1.30625000e+001, 7.44307556e+001, -7.00000000e+001, 4.09961487e+002
1.30625000e+001, 7.41260681e+001, -7.00000000e+001, 4.02998444e+002
1.30625000e+001, 7.40844040e+001, -7.00000000e+001, 4.01982391e+002
1.33749990e+001, 7.44307556e+001, -7.00000000e+001, 4.00163330e+002
1.33749990e+001, 7.41260681e+001, -7.00000000e+001, 3.93833221e+002
1.33749990e+001, 7.40844040e+001, -7.00000000e+001, 3.92930359e+002
1.36875000e+001, 7.47354431e+001, -7.00000000e+001, 3.99382355e+002
1.40000000e+001, 7.47354431e+001, -7.00000000e+001, 3.96478851e+002
1.36875000e+001, 7.50401306e+001, -7.00000000e+001, 4.04208588e+002
1.40000000e+001, 7.50401306e+001, -7.00000000e+001, 4.01258179e+002
1.36875000e+001, 7.53448181e+001, -7.00000000e+001, 4.08410034e+002
1.40000000e+001, 7.53448181e+001, -7.00000000e+001, 4.05440887e+002
1.36875000e+001, 7.56495056e+001, -7.00000000e+001, 4.12013458e+002
1.40000000e+001, 7.56495056e+001, -7.00000000e+001, 4.09043945e+002
1.36875000e+001, 7.59541931e+001, -7.00000000e+001, 4.15070129e+002
1.40000000e+001, 7.59541931e+001, -7.00000000e+001, 4.12110504e+002
1.36875000e+001, 7.62588806e+001, -7.00000000e+001, 4.17641632e+002
1.40000000e+001, 7.62588806e+001, -7.00000000e+001, 4.14696533e+002
1.36875000e+001, 7.65635681e+001, -7.00000000e+001, 4.19790131e+002
1.40000000e+001, 7.65635681e+001, -7.00000000e+001, 4.16860687e+002
1.36875000e+001, 7.68682556e+001, -7.00000000e+001, 4.21573364e+002
1.40000000e+001, 7.68682556e+001, -7.00000000e+001, 4.18658539e+002
1.36875000e+001, 7.71729431e+001, -7.00000000e+001, 4.23041473e+002
1.40000000e+001, 7.71729431e+001, -7.00000000e+001, 4.20139221e+002
1.36875000e+001, 7.74776306e+001, -7.00000000e+001, 4.24236572e+002
1.40000000e+001, 7.74776306e+001, -7.00000000e+001, 4.21344360e+002
1.36875000e+001, 7.77823181e+001, -7.00000000e+001, 4.25191986e+002
1.40000000e+001, 7.77823181e+001, -7.00000000e+001, 4.22307434e+002
1.36875000e+001, 7.80870056e+001, -7.00000000e+001, 4.25933411e+002
1.40000000e+001, 7.80870056e+001, -7.00000000e+001, 4.23053955e+002
1.36875000e+001, 7.83916931e+001, -7.00000000e+001, 4.26479034e+002
1.40000000e+001, 7.83916931e+001, -7.00000000e+001, 4.23602478e+002
1.27500000e+001, 7.47354431e+001, -7.00000000e+001, 4.30029266e+002
1.30625000e+001, 7.47354431e+001, -7.00000000e+001, 4.15951935e+002
1.33749990e+001, 7.47354431e+001, -7.00000000e+001, 4.05822205e+002
1.27500000e+001, 7.50401306e+001, -7.00000000e+001, 4.35127655e+002
1.30625000e+001, 7.50401306e+001, -7.00000000e+001, 4.21002075e+002
1.33749990e+001, 7.50401306e+001, -7.00000000e+001, 4.10752991e+002
1.27500000e+001, 7.53448181e+001, -7.00000000e+001, 4.39236084e+002
1.30625000e+001, 7.53448181e+001, -7.00000000e+001, 4.25214996e+002
1.33749990e+001, 7.53448181e+001, -7.00000000e+001, 4.14976257e+002
1.27500000e+001, 7.56495056e+001, -7.00000000e+001, 4.42558472e+002
1.30625000e+001, 7.56495056e+001, -7.00000000e+001, 4.28710907e+002
1.33749990e+001, 7.56495056e+001, -7.00000000e+001, 4.18552338e+002
1.27500000e+001, 7.59541931e+001, -7.00000000e+001, 4.45257202e+002
1.30625000e+001, 7.59541931e+001, -7.00000000e+001, 4.31604492e+002
1.33749990e+001, 7.59541931e+001, -7.00000000e+001, 4.21556885e+002
1.27500000e+001, 7.62588806e+001, -7.00000000e+001, 4.47459808e+002
1.30625000e+001, 7.62588806e+001, -7.00000000e+001, 4.33996490e+002
1.33749990e+001, 7.62588806e+001, -7.00000000e+001, 4.24067108e+002
1.27500000e+001, 7.65635681e+001, -7.00000000e+001, 4.49266052e+002
1.30625000e+001, 7.65635681e+001, -7.00000000e+001, 4.35972809e+002
1.33749990e+001, 7.65635681e+001, -7.00000000e+001, 4.26154877e+002
1.27500000e+001, 7.68682556e+001, -7.00000000e+001, 4.50752777e+002
1.30625000e+001, 7.68682556e+001, -7.00000000e+001, 4.37603516e+002
1.33749990e+001, 7.68682556e+001, -7.00000000e+001, 4.27883362e+002
1.27500000e+001, 7.71729431e+001, -7.00000000e+001, 4.51977661e+002
1.30625000e+001, 7.71729431e+001, -7.00000000e+001, 4.38944580e+002
1.33749990e+001, 7.71729431e+001, -7.00000000e+001, 4.29305206e+002
1.27500000e+001, 7.74776306e+001, -7.00000000e+001, 4.52983124e+002
1.30625000e+001, 7.74776306e+001, -7.00000000e+001, 4.40039185e+002
1.33749990e+001, 7.74776306e+001, -7.00000000e+001, 4.30463440e+002
1.27500000e+001, 7.77823181e+001, -7.00000000e+001, 4.53798676e+002
1.30625000e+001, 7.77823181e+001, -7.00000000e+001, 4.40919739e+002
1.33749990e+001, 7.77823181e+001, -7.00000000e+001, 4.31391205e+002
1.27500000e+001, 7.80870056e+001, -7.00000000e+001, 4.54444458e+002
1.30625000e+001, 7.80870056e+001, -7.00000000e+001, 4.41609589e+002
1.33749990e+001, 7.80870056e+001, -7.00000000e+001, 4.32113312e+002
1.27500000e+001, 7.83916931e+001, -7.00000000e+001, 4.54933197e+002
1.30625000e+001, 7.83916931e+001, -7.00000000e+001, 4.42124176e+002
1.33749990e+001, 7.83916931e+001, -7.00000000e+001, 4.32647430e+002
1.36875000e+001, 7.40427322e+001, -7.00000000e+001, 3.86321472e+002
1.40000000e+001, 7.40427322e+001, -7.00000000e+001, 3.83687561e+002
1.40000000e+001, 7.40010681e+001, -7.00000000e+001, 3.82863800e+002
1.36875000e+001, 7.40010681e+001, -7.00000000e+001, 3.85473602e+002
1.40000000e+001, 7.39385681e+001, -7.00000000e+001, 3.81622406e+002
1.36875000e+001, 7.39385681e+001, -7.00000000e+001, 3.84194489e+002
1.27500000e+001, 7.40427322e+001, -7.00000000e+001, 4.13493927e+002
1.27500000e+001, 7.40010681e+001, -7.00000000e+001, 4.12252686e+002
1.27500000e+001, 7.39385681e+001, -7.00000000e+001, 4.10343201e+002
1.30625000e+001, 7.40427322e+001, -7.00000000e+001, 4.00951935e+002
1.30625000e+001, 7.40010681e+001, -7.00000000e+001, 3.99907959e+002
1.30625000e+001, 7.39385681e+001, -7.00000000e+001, 3.98318665e+002
1.33749990e+001, 7.40427322e+001, -7.00000000e+001, 3.92019257e+002
1.33749990e+001, 7.40010681e+001, -7.00000000e+001, 3.91100800e+002
1.33749990e+001, 7.39385681e+001, -7.00000000e+001, 3.89710754e+002
1.40000000e+001, 7.38760681e+001, -7.00000000e+001, 3.80376343e+002
1.36875000e+001, 7.38760681e+001, -7.00000000e+001, 3.82909241e+002
1.40000000e+001, 7.35635681e+001, -7.00000000e+001, 3.74115936e+002
1.36875000e+001, 7.35635681e+001, -7.00000000e+001, 3.76432129e+002
1.27500000e+001, 7.38760681e+001, -7.00000000e+001, 4.08382965e+002
1.27500000e+001, 7.35635681e+001, -7.00000000e+001, 3.97942169e+002
1.30625000e+001, 7.38760681e+001, -7.00000000e+001, 3.96705811e+002
1.30625000e+001, 7.35635681e+001, -7.00000000e+001, 3.88361877e+002
1.33749990e+001, 7.38760681e+001, -7.00000000e+001, 3.88309174e+002
1.33749990e+001, 7.35635681e+001, -7.00000000e+001, 3.81179871e+002
1.36875000e+001, 8.41250000e+001, -7.00000000e+001, 3.84173157e+002
1.40000000e+001, 8.41250000e+001, -7.00000000e+001, 3.81637238e+002
1.36875000e+001, 8.44375000e+001, -7.00000000e+001, 3.77753418e+002
1.40000000e+001, 8.44375000e+001, -7.00000000e+001, 3.75429535e+002
1.27500000e+001, 8.41250000e+001, -7.00000000e+001, 4.09635071e+002
1.27500000e+001, 8.44375000e+001, -7.00000000e+001, 3.99353302e+002
1.30625000e+001, 8.41250000e+001, -7.00000000e+001, 3.97968353e+002
1.30625000e+001, 8.44375000e+001, -7.00000000e+001, 3.89726868e+002
1.33749990e+001, 8.41250000e+001, -7.00000000e+001, 3.89574707e+002
1.33749990e+001, 8.44375000e+001, -7.00000000e+001, 3.82517456e+002
-1.36875000e+001, 8.40000000e+001, -7.00000000e+001, 3.66110809e+002
-1.36875000e+001, 8.39583359e+001, -7.00000000e+001, 3.66936768e+002
-1.40000000e+001, 8.39583359e+001, -7.00000000e+001, 3.64475983e+002
-1.40000000e+001, 8.40000000e+001, -7.00000000e+001, 3.63671692e+002
-1.40000000e+001, 8.40624924e+001, -7.00000000e+001, 3.62463348e+002
-1.36875000e+001, 8.40624924e+001, -7.00000000e+001, 3.64868805e+002
-1.27500000e+001, 8.39583359e+001, -7.00000000e+001, 3.91925446e+002
-1.27500000e+001, 8.40000000e+001, -7.00000000e+001, 3.90759949e+002
-1.27500000e+001, 8.40624924e+001, -7.00000000e+001, 3.88973969e+002
-1.30625000e+001, 8.39583359e+001, -7.00000000e+001, 3.80435608e+002
-1.30625000e+001, 8.40000000e+001, -7.00000000e+001, 3.79437408e+002
-1.30625000e+001, 8.40624924e+001, -7.00000000e+001, 3.77923584e+002
-1.33749990e+001, 8.39583359e+001, -7.00000000e+001, 3.72208771e+002
-1.33749990e+001, 8.40000000e+001, -7.00000000e+001, 3.71320251e+002
-1.33749990e+001, 8.40624924e+001, -7.00000000e+001, 3.69980255e+002
-1.36875000e+001, 8.39166641e+001, -7.00000000e+001, 3.67760345e+002
-1.36875000e+001, 8.38750000e+001, -7.00000000e+001, 3.68580994e+002
-1.40000000e+001, 8.38750000e+001, -7.00000000e+001, 3.66079010e+002
-1.40000000e+001, 8.39166641e+001, -7.00000000e+001, 3.65278595e+002
-1.36875000e+001, 8.35703735e+001, -7.00000000e+001, 3.74474060e+002
-1.40000000e+001, 8.35703735e+001, -7.00000000e+001, 3.71845734e+002
-1.27500000e+001, 8.38750000e+001, -7.00000000e+001, 3.94192139e+002
-1.27500000e+001, 8.39166641e+001, -7.00000000e+001, 3.93069794e+002
-1.27500000e+001, 8.35703735e+001, -7.00000000e+001, 4.01719910e+002
-1.30625000e+001, 8.38750000e+001, -7.00000000e+001, 3.82401672e+002
-1.30625000e+001, 8.39166641e+001, -7.00000000e+001, 3.81423950e+002
-1.30625000e+001, 8.35703735e+001, -7.00000000e+001, 3.89206329e+002
-1.33749990e+001, 8.38750000e+001, -7.00000000e+001, 3.73971161e+002
-1.33749990e+001, 8.39166641e+001, -7.00000000e+001, 3.73092621e+002
-1.33749990e+001, 8.35703735e+001, -7.00000000e+001, 3.80212769e+002
-1.36875000e+001, 7.93056870e+001, -7.00000000e+001, 4.13882385e+002
-1.36875000e+001, 7.90010681e+001, -7.00000000e+001, 4.14468445e+002
-1.40000000e+001, 7.90010681e+001, -7.00000000e+001, 4.11660797e+002
-1.40000000e+001, 7.93056870e+001, -7.00000000e+001, 4.11075287e+002
-1.36875000e+001, 7.86963806e+001, -7.00000000e+001, 4.14863464e+002
-1.40000000e+001, 7.86963806e+001, -7.00000000e+001, 4.12053497e+002
-1.27500000e+001, 7.90010681e+001, -7.00000000e+001, 4.42281433e+002
-1.27500000e+001, 7.93056870e+001, -7.00000000e+001, 4.41710205e+002
-1.27500000e+001, 7.86963806e+001, -7.00000000e+001, 4.42694519e+002
-1.30625000e+001, 7.90010681e+001, -7.00000000e+001, 4.29757690e+002
-1.30625000e+001, 7.93056870e+001, -7.00000000e+001, 4.29178101e+002
-1.30625000e+001, 7.86963806e+001, -7.00000000e+001, 4.30163574e+002
-1.33749990e+001, 7.90010681e+001, -7.00000000e+001, 4.20494965e+002
-1.33749990e+001, 7.93056870e+001, -7.00000000e+001, 4.19910767e+002
-1.33749990e+001, 7.86963806e+001, -7.00000000e+001, 4.20894592e+002
-1.36875000e+001, 8.32657547e+001, -7.00000000e+001, 3.80005707e+002
-1.40000000e+001, 8.32657547e+001, -7.00000000e+001, 3.77290161e+002
-1.36875000e+001, 8.29611359e+001, -7.00000000e+001, 3.85081726e+002
-1.40000000e+001, 8.29611359e+001, -7.00000000e+001, 3.82310364e+002
-1.36875000e+001, 8.26565170e+001, -7.00000000e+001, 3.89663910e+002
-1.40000000e+001, 8.26565170e+001, -7.00000000e+001, 3.86859375e+002
-1.36875000e+001, 8.23518982e+001, -7.00000000e+001, 3.93750336e+002
-1.40000000e+001, 8.23518982e+001, -7.00000000e+001, 3.90927612e+002
-1.36875000e+001, 8.20472794e+001, -7.00000000e+001, 3.97359070e+002
-1.40000000e+001, 8.20472794e+001, -7.00000000e+001, 3.94528442e+002
-1.36875000e+001, 8.17426529e+001, -7.00000000e+001, 4.00520874e+002
-1.40000000e+001, 8.17426529e+001, -7.00000000e+001, 3.97688385e+002
-1.36875000e+001, 8.14380341e+001, -7.00000000e+001, 4.03271698e+002
-1.40000000e+001, 8.14380341e+001, -7.00000000e+001, 4.00440674e+002
-1.36875000e+001, 8.11334076e+001, -7.00000000e+001, 4.05649139e+002
-1.40000000e+001, 8.11334076e+001, -7.00000000e+001, 4.02821411e+002
-1.36875000e+001, 8.08287888e+001, -7.00000000e+001, 4.07689392e+002
-1.40000000e+001, 8.08287888e+001, -7.00000000e+001, 4.04866119e+002
-1.36875000e+001, 8.05241699e+001, -7.00000000e+001, 4.09426270e+002
-1.40000000e+001, 8.05241699e+001, -7.00000000e+001, 4.06607788e+002
-1.36875000e+001, 8.02195511e+001, -7.00000000e+001, 4.10890198e+002
-1.40000000e+001, 8.02195511e+001, -7.00000000e+001, 4.08076050e+002
-1.36875000e+001, 7.99149323e+001, -7.00000000e+001, 4.12107330e+002
-1.40000000e+001, 7.99149323e+001, -7.00000000e+001, 4.09296692e+002
-1.36875000e+001, 7.96103134e+001, -7.00000000e+001, 4.13099182e+002
-1.40000000e+001, 7.96103134e+001, -7.00000000e+001, 4.10291016e+002
-1.27500000e+001, 8.32657547e+001, -7.00000000e+001, 4.08170715e+002
-1.30625000e+001, 8.32657547e+001, -7.00000000e+001, 3.95294067e+002
-1.33749990e+001, 8.32657547e+001, -7.00000000e+001, 3.85969330e+002
-1.27500000e+001, 8.29611359e+001, -7.00000000e+001, 4.13724121e+002
-1.30625000e+001, 8.29611359e+001, -7.00000000e+001, 4.00679016e+002
-1.33749990e+001, 8.29611359e+001, -7.00000000e+001, 3.91177124e+002
-1.27500000e+001, 8.26565170e+001, -7.00000000e+001, 4.18518463e+002
-1.30625000e+001, 8.26565170e+001, -7.00000000e+001, 4.05411835e+002
-1.33749990e+001, 8.26565170e+001, -7.00000000e+001, 3.95827515e+002
-1.27500000e+001, 8.23518982e+001, -7.00000000e+001, 4.22654694e+002
-1.30625000e+001, 8.23518982e+001, -7.00000000e+001, 4.09550323e+002
-1.33749990e+001, 8.23518982e+001, -7.00000000e+001, 3.99941467e+002
-1.27500000e+001, 8.20472794e+001, -7.00000000e+001, 4.26214325e+002
-1.30625000e+001, 8.20472794e+001, -7.00000000e+001, 4.13151245e+002
-1.33749990e+001, 8.20472794e+001, -7.00000000e+001, 4.03553101e+002
-1.27500000e+001, 8.17426529e+001, -7.00000000e+001, 4.29268250e+002
-1.30625000e+001, 8.17426529e+001, -7.00000000e+001, 4.16269165e+002
-1.33749990e+001, 8.17426529e+001, -7.00000000e+001, 4.06703094e+002
-1.27500000e+001, 8.14380341e+001, -7.00000000e+001, 4.31879913e+002
-1.30625000e+001, 8.14380341e+001, -7.00000000e+001, 4.18955933e+002
-1.33749990e+001, 8.14380341e+001, -7.00000000e+001, 4.09433807e+002
-1.27500000e+001, 8.11334076e+001, -7.00000000e+001, 4.34105927e+002
-1.30625000e+001, 8.11334076e+001, -7.00000000e+001, 4.21260193e+002
-1.33749990e+001, 8.11334076e+001, -7.00000000e+001, 4.11786926e+002
-1.27500000e+001, 8.08287888e+001, -7.00000000e+001, 4.35996124e+002
-1.30625000e+001, 8.08287888e+001, -7.00000000e+001, 4.23226257e+002
-1.33749990e+001, 8.08287888e+001, -7.00000000e+001, 4.13801697e+002
-1.27500000e+001, 8.05241699e+001, -7.00000000e+001, 4.37593903e+002
-1.30625000e+001, 8.05241699e+001, -7.00000000e+001, 4.24893372e+002
-1.33749990e+001, 8.05241699e+001, -7.00000000e+001, 4.15514404e+002
-1.27500000e+001, 8.02195511e+001, -7.00000000e+001, 4.38936279e+002
-1.30625000e+001, 8.02195511e+001, -7.00000000e+001, 4.26295898e+002
-1.33749990e+001, 8.02195511e+001, -7.00000000e+001, 4.16956818e+002
-1.27500000e+001, 7.99149323e+001, -7.00000000e+001, 4.40054138e+002
-1.30625000e+001, 7.99149323e+001, -7.00000000e+001, 4.27462708e+002
-1.33749990e+001, 7.99149323e+001, -7.00000000e+001, 4.18156250e+002
-1.27500000e+001, 7.96103134e+001, -7.00000000e+001, 4.40972321e+002
-1.30625000e+001, 7.96103134e+001, -7.00000000e+001, 4.28417297e+002
-1.33749990e+001, 7.96103134e+001, -7.00000000e+001, 4.19135162e+002
-1.36875000e+001, 7.44307556e+001, -7.00000000e+001, 3.88765350e+002
-1.36875000e+001, 7.41260681e+001, -7.00000000e+001, 3.83194885e+002
-1.40000000e+001, 7.41260681e+001, -7.00000000e+001, 3.80525604e+002
-1.40000000e+001, 7.44307556e+001, -7.00000000e+001, 3.85964966e+002
-1.36875000e+001, 7.40844040e+001, -7.00000000e+001, 3.82405914e+002
-1.40000000e+001, 7.40844040e+001, -7.00000000e+001, 3.79758301e+002
-1.27500000e+001, 7.41260681e+001, -7.00000000e+001, 4.11079224e+002
-1.27500000e+001, 7.44307556e+001, -7.00000000e+001, 4.18406464e+002
-1.27500000e+001, 7.40844040e+001, -7.00000000e+001, 4.09955444e+002
-1.30625000e+001, 7.41260681e+001, -7.00000000e+001, 3.98183746e+002
-1.30625000e+001, 7.44307556e+001, -7.00000000e+001, 4.04720612e+002
-1.30625000e+001, 7.40844040e+001, -7.00000000e+001, 3.97223328e+002
-1.33749990e+001, 7.41260681e+001, -7.00000000e+001, 3.89019836e+002
-1.33749990e+001, 7.44307556e+001, -7.00000000e+001, 3.94956635e+002
-1.33749990e+001, 7.40844040e+001, -7.00000000e+001, 3.88168243e+002
-1.36875000e+001, 7.83916931e+001, -7.00000000e+001, 4.15067749e+002
-1.40000000e+001, 7.83916931e+001, -7.00000000e+001, 4.12253601e+002
-1.36875000e+001, 7.80870056e+001, -7.00000000e+001, 4.15075775e+002
-1.40000000e+001, 7.80870056e+001, -7.00000000e+001, 4.12255310e+002
-1.36875000e+001, 7.77823181e+001, -7.00000000e+001, 4.14875732e+002
-1.40000000e+001, 7.77823181e+001, -7.00000000e+001, 4.12046631e+002
-1.36875000e+001, 7.74776306e+001, -7.00000000e+001, 4.14448853e+002
-1.40000000e+001, 7.74776306e+001, -7.00000000e+001, 4.11608887e+002
-1.36875000e+001, 7.71729431e+001, -7.00000000e+001, 4.13769226e+002
-1.40000000e+001, 7.71729431e+001, -7.00000000e+001, 4.10916016e+002
-1.36875000e+001, 7.68682556e+001, -7.00000000e+001, 4.12803314e+002
-1.40000000e+001, 7.68682556e+001, -7.00000000e+001, 4.09934631e+002
-1.36875000e+001, 7.65635681e+001, -7.00000000e+001, 4.11509338e+002
-1.40000000e+001, 7.65635681e+001, -7.00000000e+001, 4.08623291e+002
-1.36875000e+001, 7.62588806e+001, -7.00000000e+001, 4.09837677e+002
-1.40000000e+001, 7.62588806e+001, -7.00000000e+001, 4.06933533e+002
-1.36875000e+001, 7.59541931e+001, -7.00000000e+001, 4.07731750e+002
-1.40000000e+001, 7.59541931e+001, -7.00000000e+001, 4.04810699e+002
-1.36875000e+001, 7.56495056e+001, -7.00000000e+001, 4.05130249e+002
-1.40000000e+001, 7.56495056e+001, -7.00000000e+001, 4.02196625e+002
-1.36875000e+001, 7.53448181e+001, -7.00000000e+001, 4.01972107e+002
-1.40000000e+001, 7.53448181e+001, -7.00000000e+001, 3.99035370e+002
-1.36875000e+001, 7.50401306e+001, -7.00000000e+001, 3.98204742e+002
-1.40000000e+001, 7.50401306e+001, -7.00000000e+001, 3.95281647e+002
-1.36875000e+001, 7.47354431e+001, -7.00000000e+001, 3.93797852e+002
-1.40000000e+001, 7.47354431e+001, -7.00000000e+001, 3.90915924e+002
-1.27500000e+001, 7.83916931e+001, -7.00000000e+001, 4.42952057e+002
-1.30625000e+001, 7.83916931e+001, -7.00000000e+001, 4.30397308e+002
-1.33749990e+001, 7.83916931e+001, -7.00000000e+001, 4.21110229e+002
-1.27500000e+001, 7.80870056e+001, -7.00000000e+001, 4.43051300e+002
-1.30625000e+001, 7.80870056e+001, -7.00000000e+001, 4.30454926e+002
-1.33749990e+001, 7.80870056e+001, -7.00000000e+001, 4.21137115e+002
-1.27500000e+001, 7.77823181e+001, -7.00000000e+001, 4.42983307e+002
-1.30625000e+001, 7.77823181e+001, -7.00000000e+001, 4.30325836e+002
-1.33749990e+001, 7.77823181e+001, -7.00000000e+001, 4.20963684e+002
-1.27500000e+001, 7.74776306e+001, -7.00000000e+001, 4.42732483e+002
-1.30625000e+001, 7.74776306e+001, -7.00000000e+001, 4.29992950e+002
-1.33749990e+001, 7.74776306e+001, -7.00000000e+001, 4.20571869e+002
-1.27500000e+001, 7.71729431e+001, -7.00000000e+001, 4.42275787e+002
-1.30625000e+001, 7.71729431e+001, -7.00000000e+001, 4.29431610e+002
-1.33749990e+001, 7.71729431e+001, -7.00000000e+001, 4.19936035e+002
-1.27500000e+001, 7.68682556e+001, -7.00000000e+001, 4.41581238e+002
-1.30625000e+001, 7.68682556e+001, -7.00000000e+001, 4.28608185e+002
-1.33749990e+001, 7.68682556e+001, -7.00000000e+001, 4.19022461e+002
-1.27500000e+001, 7.65635681e+001, -7.00000000e+001, 4.40606293e+002
-1.30625000e+001, 7.65635681e+001, -7.00000000e+001, 4.27479675e+002
-1.33749990e+001, 7.65635681e+001, -7.00000000e+001, 4.17788574e+002
-1.27500000e+001, 7.62588806e+001, -7.00000000e+001, 4.39295044e+002
-1.30625000e+001, 7.62588806e+001, -7.00000000e+001, 4.25991364e+002
-1.33749990e+001, 7.62588806e+001, -7.00000000e+001, 4.16182312e+002
-1.27500000e+001, 7.59541931e+001, -7.00000000e+001, 4.37574677e+002
-1.30625000e+001, 7.59541931e+001, -7.00000000e+001, 4.24075562e+002
-1.33749990e+001, 7.59541931e+001, -7.00000000e+001, 4.14142334e+002
-1.27500000e+001, 7.56495056e+001, -7.00000000e+001, 4.35351166e+002
-1.30625000e+001, 7.56495056e+001, -7.00000000e+001, 4.21649933e+002
-1.33749990e+001, 7.56495056e+001, -7.00000000e+001, 4.11598450e+002
-1.27500000e+001, 7.53448181e+001, -7.00000000e+001, 4.32502502e+002
-1.30625000e+001, 7.53448181e+001, -7.00000000e+001, 4.18616302e+002
-1.33749990e+001, 7.53448181e+001, -7.00000000e+001, 4.08474640e+002
-1.27500000e+001, 7.50401306e+001, -7.00000000e+001, 4.28870758e+002
-1.30625000e+001, 7.50401306e+001, -7.00000000e+001, 4.14861816e+002
-1.33749990e+001, 7.50401306e+001, -7.00000000e+001, 4.04695404e+002
-1.27500000e+001, 7.47354431e+001, -7.00000000e+001, 4.24253815e+002
-1.30625000e+001, 7.47354431e+001, -7.00000000e+001, 4.10265686e+002
-1.33749990e+001, 7.47354431e+001, -7.00000000e+001, 4.00198303e+002
-1.36875000e+001, 7.40427322e+001, -7.00000000e+001, 3.81611053e+002
-1.36875000e+001, 7.40010681e+001, -7.00000000e+001, 3.80810974e+002
-1.40000000e+001, 7.40010681e+001, -7.00000000e+001, 3.78209229e+002
-1.40000000e+001, 7.40427322e+001, -7.00000000e+001, 3.78985901e+002
-1.36875000e+001, 7.39385681e+001, -7.00000000e+001, 3.79602234e+002
-1.40000000e+001, 7.39385681e+001, -7.00000000e+001, 3.77036987e+002
-1.27500000e+001, 7.40010681e+001, -7.00000000e+001, 4.07623047e+002
-1.27500000e+001, 7.40427322e+001, -7.00000000e+001, 4.08803070e+002
-1.27500000e+001, 7.39385681e+001, -7.00000000e+001, 4.05803802e+002
-1.30625000e+001, 7.40010681e+001, -7.00000000e+001, 3.95257721e+002
-1.30625000e+001, 7.40427322e+001, -7.00000000e+001, 3.96247681e+002
-1.30625000e+001, 7.39385681e+001, -7.00000000e+001, 3.93748077e+002
-1.33749990e+001, 7.40010681e+001, -7.00000000e+001, 3.86439209e+002
-1.33749990e+001, 7.40427322e+001, -7.00000000e+001, 3.87307739e+002
-1.33749990e+001, 7.39385681e+001, -7.00000000e+001, 3.85122833e+002
-1.36875000e+001, 7.38760681e+001, -7.00000000e+001, 3.78385956e+002
-1.40000000e+001, 7.38760681e+001, -7.00000000e+001, 3.75858704e+002
-1.36875000e+001, 7.35635681e+001, -7.00000000e+001, 3.72228943e+002
-1.40000000e+001, 7.35635681e+001, -7.00000000e+001, 3.69913239e+002
-1.27500000e+001, 7.38760681e+001, -7.00000000e+001, 4.03931641e+002
-1.27500000e+001, 7.35635681e+001, -7.00000000e+001, 3.93892761e+002
-1.30625000e+001, 7.38760681e+001, -7.00000000e+001, 3.92213013e+002
-1.30625000e+001, 7.35635681e+001, -7.00000000e+001, 3.84229034e+002
-1.33749990e+001, 7.38760681e+001, -7.00000000e+001, 3.83793304e+002
-1.33749990e+001, 7.35635681e+001, -7.00000000e+001, 3.76998657e+002
-1.40000000e+001, 8.41250000e+001, -7.00000000e+001, 3.61254517e+002
-1.36875000e+001, 8.41250000e+001, -7.00000000e+001, 3.63625092e+002
-1.40000000e+001, 8.44375000e+001, -7.00000000e+001, 3.55239777e+002
-1.36875000e+001, 8.44375000e+001, -7.00000000e+001, 3.57418915e+002
-1.27500000e+001, 8.41250000e+001, -7.00000000e+001, 3.87147003e+002
-1.27500000e+001, 8.44375000e+001, -7.00000000e+001, 3.77500183e+002
-1.30625000e+001, 8.41250000e+001, -7.00000000e+001, 3.76393188e+002
-1.30625000e+001, 8.44375000e+001, -7.00000000e+001, 3.68557800e+002
-1.33749990e+001, 8.41250000e+001, -7.00000000e+001, 3.68634094e+002
-1.33749990e+001, 8.44375000e+001, -7.00000000e+001, 3.61856415e+002
1.20625010e+001, 7.23135681e+001, -7.00000000e+001, 3.81253601e+002
1.20625010e+001, 7.20010681e+001, -7.00000000e+001, 3.78648315e+002
1.20000000e+001, 7.20010681e+001, -7.00000000e+001, 3.79707214e+002
1.20000000e+001, 7.23135681e+001, -7.00000000e+001, 3.82345642e+002
1.19837942e+001, 7.20010681e+001, -7.00000000e+001, 3.79980072e+002
1.19837942e+001, 7.23135681e+001, -7.00000000e+001, 3.82626740e+002
1.20625010e+001, 7.32510681e+001, -7.00000000e+001, 4.08091553e+002
1.20000000e+001, 7.32510681e+001, -7.00000000e+001, 4.09727570e+002
1.19837942e+001, 7.32510681e+001, -7.00000000e+001, 4.10141113e+002
